,input_angle,input_prheo,pspikenorm_ctr,fitgausspspikenorm_ctr,pspikenorm_fdE0,fitgausspspikenorm_fdE0,pspikenorm_ctrE0,fitgausspspikenorm_ctrE0,pspikenorm_fd,fitgausspspikenorm_fd
76,-14,0.8969532655488548,0.917753913431821,0.906845173951206,0.9437251442471389,0.933266738479439,0.9417143402301655,0.9307090209817213,0.958149001722022,0.9504374410869324
77,-13,0.8973723554354085,0.9287876822607479,0.9191431859317886,0.9513625380794628,0.9421881627520373,0.949620465037054,0.939961281180437,0.9638560867400447,0.9571162325617911
78,-12,0.8977605762190739,0.939088105830644,0.9306788883995062,0.9584669865027147,0.9505247639862809,0.9569760992197934,0.9486101788403837,0.9691570642662075,0.9633421378911651
79,-11,0.8981178876734379,0.9486359769897238,0.9414195606397405,0.9650308833173133,0.9582595695445949,0.9637730895887805,0.9566374337728969,0.9740480570676717,0.969105732991508
80,-10,0.8984442527645641,0.9574135535008947,0.9513344806311941,0.9710472457606746,0.9653767398634069,0.970003950920191,0.9640259763213482,0.9785255126401935,0.9743982563750412
81,-9,0.8987396376573888,0.9654045778910247,0.9603950713348401,0.9765097113578013,0.9718616224798574,0.9756618626773198,0.9707600078165692,0.9825861997958811,0.9792116313390011
82,-8,0.8990040117215682,0.9725942947497613,0.9685750378463607,0.9814125347906103,0.977700802282327,0.9807406657343501,0.9768250568491811,0.986227205449236,0.9835384865015984
83,-7,0.8992373475367714,0.978969465691857,0.9758504944913756,0.9857505848558149,0.9828821477436368,0.9852348591798962,0.9822080310783776,0.9894459316286306,0.9873721746116075
84,-6,0.8994396208974208,0.9845183821819228,0.9822000810040477,0.989519341574411,0.9873948529139476,0.9891395972702606,0.9868972643176075,0.9922400927376531,0.9907067895644139
85,-5,0.8996108108168769,0.9892308764037832,0.9876050669983977,0.9927148935091542,0.9912294749699293,0.9924506865948535,0.990882558660166,0.9946077130880534,0.9935371815635481
86,-4,0.8997508995310673,0.9930983303383418,0.9920494440173221,0.9953339353396348,0.994377967137586,0.9951645835087533,0.9941552214318096,0.9965471247233866,0.9958589703732297
87,-3,0.899859872501559,0.9961136831944287,0.9955200045262594,0.99737376573794,0.9968337068280788,0.9972783918800231,0.996708096782985,0.9980569655498067,0.9976685566141846
88,-2,0.8999377184180727,0.9982714373166115,0.9980064073059955,0.9988322855811906,0.9985915188488548,0.998789861191942,0.9985355917599735,0.9991361777879111,0.9989631310619613
89,-1,0.8999844292004398,0.9995676626724914,0.9995012287914864,0.9997079965305822,0.9996476935762137,0.9996973850329721,0.9996336967220015,0.9997840067569211,0.9997406819141228
90,0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,1,0.8999844292004398,0.9995676626724914,0.9995012287914864,0.9997079965305822,0.9996476935762137,0.9996973850329721,0.9996336967220015,0.9997840067569211,0.9997406819141228
92,2,0.8999377184180727,0.9982714373166115,0.9980064073059955,0.9988322855811906,0.9985915188488548,0.998789861191942,0.9985355917599735,0.9991361777879111,0.9989631310619613
93,3,0.899859872501559,0.9961136831944287,0.9955200045262594,0.99737376573794,0.9968337068280788,0.9972783918800231,0.996708096782985,0.9980569655498067,0.9976685566141846
94,4,0.8997508995310673,0.9930983303383418,0.9920494440173221,0.9953339353396348,0.994377967137586,0.9951645835087533,0.9941552214318096,0.9965471247233866,0.9958589703732297
95,5,0.8996108108168769,0.9892308764037832,0.9876050669983977,0.9927148935091542,0.9912294749699293,0.9924506865948535,0.990882558660166,0.9946077130880534,0.9935371815635481
96,6,0.8994396208974208,0.9845183821819228,0.9822000810040477,0.989519341574411,0.9873948529139476,0.9891395972702606,0.9868972643176075,0.9922400927376531,0.9907067895644139
97,7,0.8992373475367714,0.978969465691857,0.9758504944913756,0.9857505848558149,0.9828821477436368,0.9852348591798962,0.9822080310783776,0.9894459316286306,0.9873721746116075
98,8,0.8990040117215682,0.9725942947497613,0.9685750378463607,0.9814125347906103,0.977700802282327,0.9807406657343501,0.9768250568491811,0.986227205449236,0.9835384865015984
99,9,0.8987396376573888,0.9654045778910247,0.9603950713348401,0.9765097113578013,0.9718616224798574,0.9756618626773198,0.9707600078165692,0.9825861997958811,0.9792116313390011
